Customer_id,Recency,Frequency,Monetary
16545,18,1,19.08
16552,642,4,45.99
16557,596,12,408.36
16562,640,3,10.5
16563,645,1,8.2
16566,645,1,0.9
16569,645,1,1.37
16574,153,2,40.98
16577,500,3,174.76999999999998
16587,386,7,16.23
16593,328,5,11.42
16594,645,2,10.2
16595,623,2,2.7
16603,645,1,2.54
16606,645,1,6.38
16623,645,2,9.1
16644,645,1,3.92
16645,635,3,109.39
16651,577,6,442.28000000000003
16654,641,3,136.29
16657,320,10,25.020000000000003
16662,645,1,7.37
16665,645,2,54.66
16675,283,4,23.080000000000002
16678,645,1,7.28
16681,645,1,5.46
16687,645,1,3.18
16695,620,1,45.03
16701,645,1,61.48
16709,645,1,4.55
16712,284,3,187.76
16720,645,1,1.91
16725,645,1,1.91
16727,645,1,1.91
16729,643,3,10.49
16730,645,2,7.28
16744,416,5,51.2
16755,111,2,115.15
16767,641,1,12.61
16769,645,1,9.11
16776,645,2,45.28
16798,639,4,25.05
16804,644,1,1.57
16840,645,2,26.92
16877,643,2,16.990000000000002
16897,642,5,34.62
16916,587,1,0.0
16929,644,1,98.86
16945,644,1,246.29
16949,644,2,19.76
16957,644,1,5.84
16968,643,1,6.6
16985,644,2,3.58
16994,644,3,17.61
16997,642,7,18.58
16998,644,1,7.01
17005,375,1,160.11
17008,624,6,39.33
17016,644,1,5.39
17022,168,18,129.29
17023,644,3,15.09
17065,627,6,37.120000000000005
17070,644,1,22.66
17073,642,4,22.57
17074,644,1,3.14
17086,644,1,3.77
17089,285,1,1149.0
17092,644,1,2.92
17100,495,4,16.380000000000003
17101,643,4,29.34
17103,644,1,206.81
17107,644,1,4.94
17127,638,5,139.98
17146,636,6,24.61
17167,640,1,6.87
17168,644,2,5.35
17176,644,3,13.71
17182,641,5,28.42
17184,644,1,35.96
17185,644,3,13.47
17186,644,1,7.18
17187,642,6,15.43
17189,644,1,26.97
17192,485,6,105.36
17204,498,12,148.26999999999998
17235,644,1,12.13
17236,257,50,37247.42
17238,11,163,16936.92
17242,642,5,9.01
17247,277,51,1354.98
17248,435,1,9.39
17249,643,2,26.98
17250,642,1,3.18
17258,494,6,738.2
17259,642,3,123.28999999999999
17263,644,2,1.96
17268,638,36,146.27
17271,642,5,43.440000000000005
17273,644,3,594.99
17279,644,1,183.9
17283,644,1,5.39
17284,171,4,4.97
17287,642,5,44.68
17288,644,1,97.03
17297,644,1,49.24
17305,644,1,6.74
17306,643,5,47.2
17307,644,1,6.74
17317,643,5,34.47
17324,602,6,73.07
17327,644,1,8.63
17345,417,7,109.56
17347,644,1,50.35
17356,641,6,59.9
17364,565,3,25.91
17366,644,6,531.13
17368,599,13,3860.0
17370,579,5,120.24
17376,641,4,13.66
17386,480,3,18.5
17390,644,1,1.04
17391,644,1,1.04
17393,631,6,58.69
17394,644,1,7.18
17399,636,9,11.69
17401,644,3,20.22
17408,594,6,24.29
17420,642,9,8.07
17438,639,6,644.01
17452,641,2,3.52
17465,644,1,5.4
17468,466,9,852.99
17477,616,2,3.3
17487,644,2,20.12
17495,641,3,108.81
17497,644,2,15.74
17510,644,1,26.3
17515,275,8,211.9
17520,644,1,2.97
17523,644,2,2.08
17525,644,1,7.87
17539,399,9,348.53
17540,644,5,54.36
17592,644,1,2.92
17604,283,8,555.4300000000001
17606,644,4,10.86
17611,644,1,6.01
17614,642,2,100.22
17616,643,2,1.58
17619,640,2,13.870000000000001
17625,643,3,26.03
17655,644,1,1.26
17675,643,4,264.05
17684,347,8,180.51999999999998
17687,642,1,3.26
17696,642,1,3.19
17698,644,1,3.6
17707,644,1,17.98
17728,639,1,12.65
17738,554,23,225.83
17762,395,16,233.69
17784,643,1,2.92
17809,643,2,5.84
17838,643,1,292.56
17854,643,3,299.31
17907,585,5,320.79
17916,643,1,164.99
17924,641,1,35.74
17927,643,1,12.12
17929,643,1,229.03
17966,279,4,38.480000000000004
17968,641,2,6.3100000000000005
17987,376,1,8.02
18010,643,1,2.14
18021,284,1,12.26
18027,643,1,10.78
18030,531,6,386.86
18032,643,1,1.44
18035,172,2,219.12
18058,623,5,355.83
18065,641,7,169.57000000000002
18069,592,7,195.65
18075,480,21,1019.9200000000001
18084,464,18,80.45
18092,595,2,6.84
18094,573,12,133.64999999999998
18096,643,2,5.84
18097,643,2,97.81
18106,643,1,2.92
18107,587,11,152.32
18110,466,2,5.52
18112,643,2,37.72
18124,635,3,324.4
18130,643,1,8.53
18131,643,5,14.6
18135,581,5,18.869999999999997
18162,627,4,214.48000000000002
18190,643,3,8.879999999999999
18191,643,1,3.79
18198,643,20,113.4
18202,291,13,184.70999999999998
18206,643,7,10.98
18219,643,1,0.85
18222,643,2,6.28
18233,320,2,14.68
18235,642,5,6.790000000000001
18236,638,2,61.839999999999996
18243,643,1,0.75
18259,643,6,12.600000000000001
18282,643,1,8.42
18287,47,90,13511.35
18292,192,2,76.03
18296,643,11,329.76
18301,600,2,325.48
18305,642,2,338.33
18310,643,2,26.74
18313,643,1,5.39
18334,643,2,256.65
18336,643,1,7.18
18337,643,2,15.88
18345,642,1,2.96
18353,643,8,1466.42
18360,641,5,27.4
18384,145,72,5838.81
18385,622,7,40.79
18387,643,1,5.12
18393,643,1,2.92
18394,328,1,0.98
18397,643,4,13.83
18405,643,1,1.57
18425,642,6,193.9
18431,643,1,1.27
18432,643,2,0.7
18436,643,1,5.38
18451,643,2,532.48
18452,535,22,129.6
18456,207,1,7.66
18461,640,4,25.509999999999998
18469,499,8,17.5
18475,601,4,466.62
18484,642,1,55.45
18486,545,7,22.46
18489,643,2,12.94
18490,643,1,2.92
18497,643,2,40.410000000000004
18503,277,4,396.32
18504,643,1,0.88
18520,637,18,161.71
18545,643,1,328.02
18552,222,1,152.04
18554,538,9,41.4
18556,641,8,1030.36
18557,534,2,21.11
18604,600,4,14.14
18606,643,3,42.69
18610,643,2,3.58
18618,284,23,2307.9
18631,643,2,16.5
18633,322,46,1833.94
18641,641,1,54.29
18646,643,1,295.22
18655,643,2,352.1
18676,643,1,298.2
18698,641,9,9.73
18699,643,1,4.48
18703,643,7,182.56
18707,643,1,1.27
18708,643,1,206.58
18719,643,1,179.19
18722,435,5,218.9
18728,643,1,8.97
18746,643,2,93.86
18752,641,5,30.14
18756,456,10,107.95
18764,643,1,132.1
18765,494,14,103.76
18766,643,2,1.78
18767,643,7,3.1799999999999997
18772,643,1,2.92
18779,280,39,3135.43
18780,643,3,0.81
18783,641,6,1904.2800000000002
18792,631,3,23.400000000000002
18797,642,2,236.87
18800,643,4,12.02
18815,643,4,140.6
18816,643,2,206.56
18821,642,3,16.5
18823,408,1,31.79
18832,643,1,6.73
18835,643,1,196.81
18841,643,2,466.28000000000003
18849,563,5,19.29
18855,643,1,147.3
18856,643,1,4.94
18861,279,49,6128.88
18863,643,2,340.99
18869,643,1,140.91
18873,284,9,1071.29
18879,643,2,1.8
18884,466,21,1690.16
18888,643,1,26.94
18890,643,1,0.9
18893,643,1,8.42
18906,643,2,273.01
18908,642,2,5.26
18915,643,1,11.23
18918,643,2,178.41
18923,638,5,33.42
18936,643,2,14.36
18944,643,1,7.0
18946,643,1,17.92
18951,642,4,84.45
18960,643,2,7.28
18969,284,15,189.35
18981,543,15,296.08
18983,643,1,5.12
18988,643,10,1119.1
18989,411,3,55.1
18991,284,8,192.2
18993,437,6,107.80000000000001
18996,643,1,570.77
18999,639,2,8.8
19001,643,1,3.59
19006,641,6,64.75
19012,643,1,3.64
19016,643,3,15.219999999999999
19018,258,10,95.55
19021,643,1,5.38
19025,643,1,2.21
19026,282,5,25.69
19040,643,2,8.120000000000001
19044,643,1,2.92
19060,539,1,13.53
19102,643,1,6.13
19121,643,1,4.48
19142,642,9,31.15
19145,643,1,0.93
19158,643,1,1.39
19162,328,1,9.4
19163,643,1,1.55
19165,639,2,13.56
19175,200,9,74.71
19176,479,17,73.57
19187,328,2,19.25
19200,643,1,18.85
19210,643,1,5.03
19213,500,8,34.55
19217,643,3,17.669999999999998
19218,643,1,0.82
19220,600,3,36.93
19230,643,1,8.32
19231,642,1,0.64
19248,643,1,1.26
19261,641,8,33.24
19263,158,10,2905.36
19286,643,1,2.58
19288,643,6,2.4000000000000004
19289,643,3,505.18
19306,643,1,0.81
19314,275,20,340.51
19315,643,1,1.48
19319,559,1,14.89
19330,105,1,20.16
19333,643,1,8.97
19353,643,2,4.48
19365,643,1,44.91
19395,643,1,6.73
19405,379,45,1426.29
19422,643,1,1.57
19439,642,7,11.81
19440,642,1,1.59
19449,642,3,24.69
19461,595,4,19.12
19479,639,1,6.04
19490,642,1,7.97
19493,641,4,55.75
19494,642,1,189.68
19524,642,1,0.83
19526,642,1,5.46
19529,103,2,56.33
19535,642,1,8.19
19536,642,1,5.46
19539,612,6,75.4
19540,642,1,12.29
19544,616,4,33.45
19560,17,2,27.28
19578,642,1,237.08
19593,642,2,11.84
19598,642,1,2.96
19625,642,2,11.5
19631,640,15,25.39
19634,312,8,100.24
19635,639,1,5.5
19637,642,1,17.77
19643,642,1,0.82
19655,642,1,1.5
19656,642,1,6.7
19665,522,3,33.86
19668,642,3,31.04
19675,518,6,67.56
19676,642,2,12.0
19678,640,5,28.580000000000002
19681,642,1,0.64
19700,641,12,424.34999999999997
19708,276,2,34.81
19714,642,1,2.96
19732,642,2,5.92
19734,642,1,0.82
19736,640,1,4.77
19739,280,10,1061.55
19747,642,1,13.78
19753,642,1,4.95
19754,642,1,189.68
19763,154,27,424.8
19776,642,1,163.86
19777,565,4,28.6
19778,642,2,7.27
19780,642,1,1.28
19787,642,6,98.77999999999999
19788,623,2,20.34
19798,641,2,3.8
19805,365,1,107.31
19811,263,6,103.59
19821,642,1,1.59
19822,642,1,7.28
19829,642,1,4.2
19838,642,1,31.98
19856,642,5,277.71
19859,642,1,12.83
19862,640,1,115.5
19863,642,1,12.29
19865,642,1,6.83
19871,642,1,1.59
19878,642,2,1.64
19884,640,1,8.48
19886,641,7,1876.05
19898,596,4,27.88
19919,642,1,1.81
19933,642,1,8.88
19949,642,1,6.7
19954,642,1,4.1
19965,642,4,13.48
19976,642,1,3.19
19984,381,1,3.2
19989,642,2,649.0899999999999
19990,642,1,0.91
19994,532,5,138.42
19996,642,2,2.55
20003,640,5,185.8
20004,633,4,11.719999999999999
20016,497,3,27.490000000000002
20024,580,2,19.86
20026,642,2,10.96
20027,642,1,10.93
20037,642,1,25.92
20045,642,2,297.56
20049,531,8,43.85
20052,642,2,10.8
20054,642,3,20.490000000000002
20068,642,1,2.96
20073,282,66,2695.22
20077,642,5,40.82
20080,287,26,307.32
20086,640,1,19.36
20090,637,2,6.08
20102,183,11,795.9300000000001
20110,642,1,0.94
20124,642,1,5.47
20130,642,1,237.08
20154,642,1,3.19
20166,639,2,13.71
20169,603,6,822.24
20174,234,4,32.010000000000005
20187,261,52,997.85
20198,280,34,426.89
20204,494,24,144.35000000000002
20211,642,1,7.28
20214,472,49,1590.29
20216,641,2,7.98
20218,642,1,0.98
20224,642,1,9.1
20230,642,2,53.83
20233,642,2,5.92
20242,642,1,0.83
20245,642,4,64.89
20249,628,7,110.44
20250,642,1,0.98
20254,642,2,19.67
20267,642,1,7.28
20276,642,1,121.34
20278,642,1,1.24
20296,642,1,55.45
20304,638,27,392.13
20310,284,1,78.49
20312,641,3,4.08
20314,642,1,117.86
20315,640,6,30.04
20317,641,2,14.2
20325,641,2,18.98
20328,642,1,7.82
20337,642,1,4.26
20341,629,3,12.23
20346,642,1,4.69
20350,642,1,2.29
20351,626,4,25.91
20355,642,1,33.53
20360,642,1,1.92
20366,629,6,68.34
20368,642,1,141.79
20369,642,2,9.719999999999999
20372,640,5,209.38
20375,641,12,69.09
20385,642,2,9.09
20399,642,1,1.24
20402,642,1,4.55
20405,642,1,8.54
20414,642,3,242.19
20433,642,1,231.5
20437,642,3,264.96000000000004
20442,642,2,49.08
20451,642,1,681.21
20470,277,8,1993.1599999999999
20471,642,1,103.5
20475,517,5,148.3
20484,434,1,32.7
20488,642,1,7.28
20492,209,1,35.03
20506,328,1,10.13
20507,277,1,183.78
20518,278,9,110.65
20519,565,2,16.54
20521,642,1,9.91
20530,642,1,6.83
20532,642,2,306.29999999999995
20537,642,4,28.27
20546,642,4,10.44
20547,283,4,82.64
20567,642,2,324.06
20581,642,1,0.77
20583,279,10,531.16
20592,642,2,49.16
20593,590,6,55.61
20598,641,4,85.1
20604,642,1,5.7
20611,638,7,64.39
20616,642,1,9.11
20619,642,3,13.649999999999999
20622,634,4,38.18
20625,642,2,16.38
20634,604,8,71.01
20643,641,3,10.610000000000001
20664,642,1,13.26
20669,642,1,9.06
20687,641,3,5.87
20696,284,2,22.82
20713,642,1,130.44
20726,642,2,38.08
20732,642,1,1.05
20750,642,1,18.21
20759,642,1,11.38
20766,639,2,15.36
20773,642,1,6.37
20787,642,1,2.62
20788,197,3,32.17
20790,642,1,4.1
20804,189,3,13.080000000000002
20808,642,1,1.59
20831,135,1,4.22
20835,641,2,23.58
20851,641,3,10.27
20863,642,5,94.03999999999999
20866,639,3,37.37
20874,464,3,38.85
20880,99,13,478.65
20890,642,2,44.9
20898,642,1,2.92
20909,642,1,7.97
20923,641,1,3.48
20929,642,2,24.58
20933,642,1,2.96
20935,641,13,53.559999999999995
20941,642,1,2.46
20945,642,1,4.55
20958,451,1,4.31
20963,480,10,109.02
20993,635,13,130.09
21024,641,7,89.97999999999999
21025,642,1,2.79
21030,642,1,8.55
21039,641,1,17.02
21057,641,3,36.12
21070,108,14,2315.71
21078,642,1,263.33
21085,642,4,30.52
21092,642,2,6.52
21101,169,7,282.02
21105,642,1,7.97
21106,642,1,10.93
21133,642,1,9.11
21135,641,1,53.65
21156,641,10,4449.7
21181,640,4,13.86
21182,466,8,381.68
21195,642,1,6.56
21197,642,2,17.48
21215,641,1,2.37
21218,642,1,2.96
21220,642,2,6.1899999999999995
21224,641,3,25.56
21230,606,1,6.94
21232,642,1,4.55
21246,642,1,6.38
21262,641,1,5.5
21268,641,2,4.46
21281,590,3,21.37
21282,500,1,125.99
21294,639,1,6.04
21323,623,1,16.09
21326,641,2,25.2
21351,453,2,15.54
21365,641,1,271.39
21377,641,2,8.47
21385,641,2,88.24000000000001
21404,641,1,36.66
21416,54,21,931.44
21437,409,3,65.94
21448,641,1,2.15
21495,379,1,161.94
21516,568,1,4.91
21520,641,1,18.32
21527,641,1,6.88
21538,640,1,1.25
21544,641,1,13.74
21557,602,22,263.01
21564,641,2,43.9
21588,277,1,401.98
21605,275,4,666.6
21611,641,1,3.02
21626,463,9,2139.23
21639,641,4,139.24
21693,463,2,168.66
21696,607,1,2.28
21730,476,1,184.65
21733,641,1,18.32
21782,639,2,13.56
21788,614,2,7.76
21793,641,2,6.07
21804,641,1,3.56
21806,328,1,1.17
21854,641,1,2.98
21866,641,3,22.54
21882,474,5,165.18
21891,570,1,26.62
21895,641,1,1.25
21896,277,9,179.99
21916,641,1,6.05
21925,641,1,50.37
21936,641,1,1.4
21953,641,1,13.55
21954,641,3,8.22
21955,641,1,6.74
21956,641,3,21.81
21965,615,6,72.17999999999999
21975,641,1,210.83
21986,639,2,10.72
21991,641,1,7.15
21998,435,2,19.38
22004,641,2,3.98
22006,641,1,4.4
22008,641,1,3.67
22012,641,2,8.940000000000001
22019,641,1,5.06
22022,641,4,12.559999999999999
22026,641,2,10.3
22041,641,2,6.5
22055,500,1,9.45
22057,322,6,894.15
22058,641,3,58.41
22066,640,1,8.24
22078,641,7,343.3
22096,641,1,6.88
22099,641,3,67.26
22102,641,5,15.14
22105,533,4,304.04
22111,641,1,5.49
22112,567,10,103.97
22117,641,1,3.21
22120,641,2,15.58
22124,554,2,9.18
22130,172,6,261.81
22138,641,1,8.94
22161,37,9,1739.57
22174,465,8,63.97
22179,641,1,39.56
22192,225,1,12.05
22201,641,2,9.3
22209,641,1,5.49
22210,641,1,3.94
22212,531,8,88.19
22221,641,1,1.1
22243,641,4,45.24
22246,641,5,59.15
22251,641,4,14.64
22256,641,1,9.16
22274,641,7,32.8
22279,641,1,238.51
22292,436,1,6.21
22300,641,1,10.99
22301,641,5,22.28
22307,641,1,9.16
22311,641,4,26.11
22314,641,1,152.63
22319,395,2,14.24
22341,611,5,13.11
22345,641,1,7.33
22349,641,2,3.2
22351,641,1,4.13
22395,641,1,7.32
22402,641,1,5.73
22413,641,1,8.25
22421,641,1,3.39
22435,641,1,1.38
22454,641,7,106.24000000000001
22473,641,5,10.63
22492,641,3,13.169999999999998
22494,391,10,231.42000000000002
22496,80,76,35277.25
22497,524,1,8.84
22512,641,1,17.02
22515,641,1,55.78
22523,641,7,25.59
22554,575,4,33.05
22568,639,1,2.15
22570,641,1,3.56
22577,641,1,8.25
22590,641,4,29.84
22592,641,3,27.490000000000002
22632,641,2,3.33
22644,638,3,4.8
22653,641,1,1.73
22660,66,5,39.87
22663,435,1,137.03
22676,641,1,10.31
22707,641,3,4.5200000000000005
22712,641,2,25.22
22724,641,2,22.0
22733,641,1,7.05
22743,641,2,20.15
22749,116,29,5094.84
22752,640,4,36.58
22776,641,1,3.67
22777,641,1,11.83
22785,539,1,9.92
22792,641,3,5.47
22802,320,5,22.76
22810,639,4,28.810000000000002
22811,641,4,26.14
22823,641,1,2.98
22828,89,16,125.21000000000001
22829,641,9,289.89
22836,641,3,8.94
22851,640,2,14.64
22898,641,3,11.27
22900,641,1,4.13
22909,641,2,14.28
22913,641,2,11.89
22914,641,1,5.5
22926,641,2,2.98
22951,640,4,12.280000000000001
22954,640,1,8.24
22958,641,4,18.32
22981,641,2,7.16
22988,641,1,6.6
22994,641,2,101.84
22996,641,2,2.98
23000,438,1,10.33
23021,635,4,37.41
23029,525,7,68.44
23037,274,1,5.64
23044,436,1,8.86
23058,430,1,96.6
23064,641,1,2.15
23078,641,2,10.16
23109,641,1,319.29
23110,641,1,6.87
23117,641,1,216.09
23130,641,3,158.75
23148,641,2,100.74
23153,641,1,475.18
23156,116,1,80.62
23167,641,1,2.98
23168,641,1,210.61
23189,638,2,19.6
23220,629,1,2.62
23224,641,2,111.06
23227,641,1,0.62
23246,641,1,0.62
23255,641,2,18.02
23257,641,1,105.11
23261,641,1,31.17
23278,109,8,228.06
23284,641,2,3.58
23298,640,2,24.740000000000002
23323,641,1,4.58
23326,641,1,2.09
23331,641,1,227.2
23349,270,4,53.629999999999995
23363,641,2,11.86
23368,641,2,34.46
23374,615,3,10.31
23385,641,1,8.02
23401,110,4,101.08
23410,641,1,18.32
23415,641,4,64.99
23422,641,1,55.78
23434,641,2,86.6
23435,606,6,218.5
23466,641,3,8.81
23483,641,9,334.74
23484,641,3,19.77
23501,641,4,11.92
23540,641,1,149.33
23546,641,1,16.49
23549,497,4,783.3499999999999
23556,277,4,125.13
23558,641,1,104.13
23602,641,5,17.59
23607,641,1,3.48
23622,641,1,359.28
23631,635,1,0.0
23641,641,3,1276.03
23660,641,1,4.22
23665,511,3,27.450000000000003
23674,641,1,330.01
23678,641,2,13.280000000000001
23693,641,3,269.49
23702,624,20,241.79
23704,641,2,308.0
23709,641,1,159.73
23711,641,1,4.22
23720,641,10,1168.57
23737,641,1,10.99
23742,641,1,133.94
23756,641,1,1.51
23766,277,5,1119.68
23785,641,1,691.13
23787,641,1,23.95
23795,641,2,196.34
23797,423,2,1387.49
23798,641,1,3.28
23819,641,2,5.96
23836,536,1,5.95
23843,641,1,2.37
23851,641,3,32.04
23865,641,2,1.38
23910,641,1,70.05
23916,641,1,2.38
23921,634,1,1.28
23923,499,16,503.29999999999995
23928,641,1,8.59
23934,641,1,5.49
23947,641,1,2.48
23956,641,1,1.82
23970,641,1,98.17
23982,641,2,15.940000000000001
23991,641,3,8.25
23997,641,1,2.72
24008,641,2,67.06
24011,641,1,47.16
24021,641,1,6.19
24046,638,1,10.06
24055,252,3,346.07
24082,11,2,33.4
24089,585,6,70.34
24091,15,16,464.19
24100,641,3,17.669999999999998
24113,641,1,1.79
24123,551,7,46.27
24130,641,2,5.03
24144,641,2,206.1
24156,403,2,31.18
24180,641,1,58.18
24192,641,2,5.96
24193,284,6,2403.1
24195,641,1,9.16
24200,421,3,52.53
24216,641,1,1.51
24248,231,2,23.76
24265,641,3,47.519999999999996
24273,641,1,5.04
24288,482,1,20.99
24291,641,1,4.4
24298,162,3,85.01
24306,640,3,13.74
24351,641,1,3.56
24366,641,1,216.09
24373,641,1,40.68
24385,641,2,10.44
24393,284,1,8.09
24413,605,4,22.86
24416,500,9,80.50999999999999
24431,641,1,3.66
24434,641,1,98.17
24448,641,4,74.8
24458,641,1,7.32
24462,641,4,623.8
24463,641,1,2.98
24464,412,3,127.32
24466,641,1,0.9
24499,641,2,7.84
24503,11,29,4137.45
24525,395,8,63.4
24541,641,5,178.6
24547,641,1,9.74
24553,641,1,3.38
24560,641,1,38.13
24562,640,1,18.32
24571,574,6,1870.12
24574,641,1,2.98
24600,640,9,75.63
24609,112,5,283.68
24620,639,4,86.13
24652,641,3,62.730000000000004
24665,641,1,10.99
24679,641,1,3.67
24684,641,2,16.04
24696,167,3,795.4300000000001
24704,334,1,133.67
24714,577,2,7.2
24717,641,1,2.66
24722,641,1,5.49
24737,641,4,32.06
24752,641,2,29.3
24760,641,1,10.08
24762,641,1,4.49
24783,641,3,31.17
24810,641,1,24.38
24825,154,6,98.42000000000002
24827,640,3,18.05
24846,641,1,18.11
24857,641,1,3.39
24904,629,7,121.12
24905,640,1,748.3
24919,640,1,5.96
24968,640,4,10.46
24983,640,4,141.52
24984,640,1,16.0
24989,435,2,94.16
25018,640,2,8.23
25064,640,3,158.01
25085,451,2,11.120000000000001
25109,328,2,12.91
25116,640,1,266.75
25119,640,4,315.82
25130,429,1,7.1
25139,640,1,3.94
25150,327,14,89.25
25152,640,1,1.28
25171,173,33,5651.9
25176,280,2,13.81
25204,614,1,5.03
25205,640,4,17.32
25208,448,17,364.22
25230,640,1,2.98
25240,640,1,18.32
25261,264,37,369.22
25264,640,5,24.810000000000002
25268,640,5,41.26
25271,634,2,3.98
25277,640,2,0.92
25279,636,2,230.07999999999998
25282,640,2,6.42
25283,640,1,1.49
25286,640,1,221.69
25301,640,3,13.96
25313,640,1,203.32
25314,11,154,8270.4
25320,640,2,9.89
25325,640,1,9.17
25349,640,1,55.78
25360,640,1,63.11
25365,640,3,34.38
25368,640,4,25.79
25374,618,3,77.65
25379,436,1,14.55
25382,640,4,11.92
25386,435,1,27.31
25395,595,2,25.21
25396,640,1,6.87
25401,635,2,11.82
25424,640,2,8.7
25430,640,1,3.44
25448,640,7,24.36
25457,640,1,18.32
25458,640,1,104.13
25459,640,2,9.16
25460,640,1,0.69
25469,595,4,94.89
25480,640,1,7.98
25481,640,2,10.64
25508,640,1,7.32
25517,640,1,5.96
25526,640,2,6.6
25531,640,3,10.17
25546,640,2,8.68
25568,328,3,22.97
25576,640,2,0.18
25600,640,1,1.28
25602,640,1,6.69
25609,640,2,22.0
25612,639,3,13.56
25631,205,3,11.08
25642,640,1,1.6
25674,411,3,25.62
25681,640,1,3.56
25686,635,3,8.46
25687,116,1,61.61
25689,640,1,10.07
25705,640,1,9.16
25712,640,1,7.32
25719,640,1,19.8
25740,640,2,3.2
25744,640,1,1.1
25749,633,3,9.100000000000001
25761,639,3,9.4
25764,640,2,28.5
25772,640,1,4.22
25783,581,3,36.72
25857,638,3,51.980000000000004
25869,640,1,6.04
25886,640,2,7.78
25912,640,1,115.5
25919,640,1,3.39
25935,639,2,10.08
25937,639,1,4.58
25958,639,1,6.88
25960,639,1,3.21
26026,466,1,128.53
26077,395,1,147.0
26085,639,1,8.22
26093,598,4,14.580000000000002
26094,639,2,11.74
26095,547,1,22.15
26098,528,4,18.24
26118,619,2,178.46
26123,639,2,9.58
26136,14,37,1026.47
26137,507,1,10.43
26150,464,2,12.42
26151,636,1,115.08
26154,251,4,14.33
26156,249,1,38.53
26162,429,9,25.29
26172,639,1,12.65
26188,639,2,239.92
26194,639,2,22.92
26218,173,5,77.32000000000001
26220,500,1,12.86
26224,522,1,23.93
26241,500,1,31.05
26258,568,1,14.89
26278,639,1,6.05
26302,639,1,5.04
26325,605,4,549.15
26341,639,1,4.13
26342,435,3,92.07000000000001
26345,379,1,13.42
26371,639,2,10.96
26372,639,2,19.04
26382,639,1,6.42
26388,639,1,9.16
26393,639,5,32.3
26400,639,1,7.56
26408,328,4,9.15
26426,639,7,57.75
26428,13,36,3536.1600000000003
26436,639,1,2.7
26440,639,1,5.04
26447,276,2,156.5
26448,100,12,299.6
26457,639,1,4.13
26458,546,1,20.67
26459,639,1,7.23
26469,546,1,20.67
26475,639,1,5.49
26476,320,2,16.310000000000002
26482,639,2,9.36
26485,639,2,9.36
26489,545,4,24.4
26501,639,1,13.74
26503,284,13,888.4399999999999
26504,639,1,7.21
26505,639,10,48.32
26509,639,1,5.49
26519,636,4,11.33
26521,639,1,4.13
26527,551,108,22082.989999999998
26542,639,1,5.5
26545,548,1,16.17
26547,639,1,15.22
26551,639,1,7.32
26575,639,2,22.92
26580,548,1,74.51
26595,548,1,16.17
26600,639,1,6.41
26630,521,36,320.5
26640,639,1,1.74
26659,615,3,5.9399999999999995
26689,639,2,20.52
26725,639,1,27.49
26731,639,1,50.42
26745,639,5,489.75
26765,639,4,28.24
26800,78,16,2732.03
26834,638,1,7.12
26881,18,3,104.16
26893,179,15,2255.66
26924,638,2,66.74
26926,520,2,7.66
26940,464,5,551.43
26942,548,3,374.65999999999997
26947,638,4,528.9300000000001
26957,599,7,31.93
26970,435,1,6.19
26974,638,1,8.59
26975,638,2,9.56
26985,638,1,15.13
26988,534,4,33.53
26995,638,1,6.86
27005,234,9,114.25
27009,635,2,27.03
27010,276,3,652.31
27015,277,5,47.78
27022,105,1,228.84
27028,638,3,10.14
27034,586,3,30.97
27043,619,7,56.83
27044,638,1,8.05
27050,638,15,277.43
27054,539,1,7.0
27066,259,6,87.38000000000001
27069,638,1,106.97
27071,135,9,31.810000000000002
27087,392,8,211.92
27092,545,4,24.4
27109,638,1,3.55
27119,638,1,3.93
27143,518,1,4.28
27151,544,3,16.44
27161,568,4,0.68
27167,638,2,16.0
27175,328,42,759.71
27181,638,1,10.96
27185,638,3,29.25
27249,637,1,2.15
27257,511,2,593.74
27258,637,2,10.96
27260,637,1,9.13
27263,410,5,44.21
27266,480,5,39.38
27270,637,2,8.22
27280,637,1,3.19
27286,637,1,7.29
27294,287,11,93.41
27342,637,1,880.03
27343,637,2,12.76
27353,322,1,91.37
27378,637,2,136.92
27382,637,1,1.28
27388,637,1,880.03
27396,69,2,15.1
27433,636,32,92.92
27436,636,1,2.19
27437,636,1,115.08
27447,636,1,3.54
27458,603,3,6.880000000000001
27474,636,1,8.59
27480,621,7,32.41
27484,219,4,2432.68
27487,636,1,54.71
27503,636,1,4.38
27507,636,2,9.85
27510,636,1,0.91
27511,636,1,2.73
27519,636,2,2.92
27522,328,1,1.8
27526,465,21,2647.89
27531,585,1,0.0
27538,636,1,8.21
27576,320,2,48.980000000000004
27596,635,2,232.26
27602,600,2,13.7
27605,635,1,113.5
27617,635,2,376.94
27619,582,9,1105.34
27629,284,8,389.3
27637,622,9,15.66
27643,635,1,2.69
27652,601,2,0.02
27661,456,80,905.04
27663,635,1,4.05
27670,635,1,5.14
27683,635,1,8.1
27684,613,2,6.46
27699,634,2,29.14
27711,599,2,11.8
27723,634,1,26.89
27724,613,9,53.72
27748,634,1,11.71
27764,634,1,11.4
27767,634,2,27.26
27779,622,1,7.18
27781,634,1,4.1
27797,633,1,63.09
27814,633,2,21.049999999999997
27815,633,1,2.69
27819,633,1,7.97
27828,633,1,5.93
27830,633,1,114.85
27839,633,1,1.31
27842,284,6,1367.59
27845,633,1,4.1
27855,570,3,0.0
27856,546,6,95.71
27862,310,3,11.93
27867,500,5,58.849999999999994
27903,632,3,8.76
