Customer_id,Customer since,Item_id,Increment_id,Sales_commission_code,Qty_ordered,Price,Discount_amount,Net_income,Payment_method,Created_at,Year,Month,Category,Bi_status,Status,Regroupement_status,Regroupement_payment_method,Taux_change,Discount_amount_euros,Net_income_euros,Price_euros
1396,2016-07,265538,100184649, R-LHE-104412,1,55.0,0.0,55.0,cod,2016-10-19,2016,10,Soghaat,Net,complete,finalisé,cod,0.0088,0.0,0.48,0.48
58,2016-07,265578,100184675,C-FSD-32556,1,2550.0,0.0,2550.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,22.21,22.21
11210,2016-10,265580,100184677,90937,1,899.0,0.0,899.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,7.83,7.83
35,2016-07,265582,100184678,C-ISB-44435,1,1297.0,0.0,1297.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,11.3,11.3
36,2016-07,265584,100184679,c-uet-104388,1,1199.0,0.0,1199.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,10.44,10.44
11863,2016-10,265585,100184680,C-PEW-31067,1,18999.0,0.0,18999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,165.46,165.46
86,2016-07,265597,100184689,R-PEW-50644,1,16500.0,0.0,16500.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Gross,canceled,annulé,cod,0.008709,0.0,143.7,143.7
5083,2016-08,265601,100184692,R-PEW-41424,1,7000.0,0.0,7000.0,cod,2016-10-20,2016,10,Women's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,60.96,60.96
1323,2016-07,265608,100184696,R-KHS-103986,2,350.0,0.0,700.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,6.1,3.05
66,2016-07,265614,100184701,R-RWP-103991,1,570.0,0.0,570.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,4.96,4.96
225,2016-07,265625,100184709,R-LHE-103735,1,228.0,0.0,228.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,1.99,1.99
11871,2016-10,265631,100184714,c-mux-52482,1,5625.0,0.0,5625.0,cod,2016-10-20,2016,10,Home & Living,Net,complete,finalisé,cod,0.008709,0.0,48.99,48.99
767,2016-07,265630,100184713,C-MUX-33202,1,350.0,0.0,350.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,3.05,3.05
292,2016-07,265635,100184717,R-PEW-101268,1,320.0,0.0,320.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.79,2.79
1279,2016-07,265636,100184718,C-MUX-57746,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
292,2016-07,265637,100184719,R-PEW-101268,1,425.0,0.0,425.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,3.7,3.7
800,2016-07,265640,100184722,R-UET-50615,1,25999.0,0.0,25999.0,cod,2016-10-20,2016,10,Entertainment,Net,complete,finalisé,cod,0.008709,0.0,226.43,226.43
86,2016-07,265645,100184726,R-PEW-50644,1,16999.0,0.0,16999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,148.04,148.04
35,2016-07,265644,100184725,C-ISB-102725,1,899.0,0.0,899.0,cod,2016-10-20,2016,10,Home & Living,Valid,order_refunded,annulé,cod,0.008709,0.0,7.83,7.83
423,2016-07,265646,100184727,C-MUX-103018,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
35,2016-07,265650,100184730,C-ISB-102725,1,1199.0,0.0,1199.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,10.44,10.44
806,2016-07,265659,100184737,R-Guj-51944,1,1499.0,0.0,1499.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,13.05,13.05
800,2016-07,265660,100184738,C-UET-44938,1,1499.0,0.0,1499.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,13.05,13.05
33,2016-07,265661,100184739,C-RWP-31924,1,32999.0,0.0,32999.0,cod,2016-10-20,2016,10,Entertainment,Net,complete,finalisé,cod,0.008709,0.0,287.39,287.39
230,2016-07,265669,100184746,R-PEW-104414,2,12890.0,0.0,25780.0,cod,2016-10-20,2016,10,Appliances,Valid,refund,annulé,cod,0.008709,0.0,224.52,112.26
64,2016-07,265670,100184747,C-HDD-44781,1,230.0,0.0,230.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.0,2.0
64,2016-07,265671,100184748,C-HDD-44781,1,230.0,0.0,230.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.0,2.0
64,2016-07,265672,100184749,C-HDD-44781,1,230.0,0.0,230.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.0,2.0
2418,2016-08,265673,100184750,R-LHW-104132,2,55.0,0.0,110.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,0.96,0.48
2418,2016-08,265674,100184751,R-LHW-104132,1,55.0,0.0,55.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,0.48,0.48
2745,2016-08,265679,100184755,R-LHW-104132,1,96499.0,0.0,96499.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,840.41,840.41
3968,2016-08,265675,100184752,R-LHW-104415,1,32500.0,0.0,32500.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,283.04,283.04
820,2016-07,265678,100184754,C-KHIW-30222,1,1320.0,0.0,1320.0,cod,2016-10-20,2016,10,Women's Fashion,Net,complete,finalisé,cod,0.008709,0.0,11.5,11.5
11879,2016-10,265680,100184756,C-GUJ-104213,1,90.0,0.0,90.0,cod,2016-10-20,2016,10,Soghaat,Valid,refund,annulé,cod,0.008709,0.0,0.78,0.78
33,2016-07,265681,100184757,C-RWP-7874,1,1049.0,0.0,1049.0,cod,2016-10-20,2016,10,Women's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,9.14,9.14
225,2016-07,265683,100184758,R-LHE-103735,1,96499.0,0.0,96499.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Gross,canceled,annulé,cod,0.008709,0.0,840.41,840.41
5095,2016-08,265687,100184760,R-RWP-106886,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Beauty & Grooming,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
225,2016-07,265691,100184763,R-LHE-103735,1,55.0,0.0,55.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,0.48,0.48
225,2016-07,265688,100184761,R-LHE-103735,1,55.0,0.0,55.0,cod,2016-10-20,2016,10,Soghaat,Valid,order_refunded,annulé,cod,0.008709,0.0,0.48,0.48
225,2016-07,265695,100184766,R-LHE-103735,1,55.0,0.0,55.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,0.48,0.48
2418,2016-08,265699,100184769,R-LHW-104132,1,275.0,0.0,275.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.39,2.39
148,2016-07,265703,100184772,R-LHW-104138,1,599.0,0.0,599.0,cod,2016-10-20,2016,10,Home & Living,Valid,order_refunded,annulé,cod,0.008709,0.0,5.22,5.22
33,2016-07,265702,100184771,C-RWP-31924,1,15999.0,0.0,15999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,139.34,139.34
5095,2016-08,265708,100184776,R-RWP-106886,1,2550.0,0.0,2550.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,22.21,22.21
35,2016-07,265713,100184779,C-ISB-100868,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Kids & Baby,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
35,2016-07,265715,100184781,C-ISB-100868,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Kids & Baby,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
35,2016-07,265717,100184783,C-ISB-100868,1,870.0,0.0,870.0,cod,2016-10-20,2016,10,Kids & Baby,Net,complete,finalisé,cod,0.008709,0.0,7.58,7.58
1016,2016-07,265720,100184786,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
35,2016-07,265723,100184788,C-ISB-100868,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Kids & Baby,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
1016,2016-07,265725,100184790,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
1016,2016-07,265726,100184791,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
1016,2016-07,265728,100184793,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,2.6,2.6
1016,2016-07,265733,100184797,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,2.6,2.6
802,2016-07,265736,100184800,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
1420,2016-07,265738,100184802,106770,1,950.0,0.0,950.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,8.27,8.27
11886,2016-10,265737,100184801,R-LHW-105666,1,78999.0,0.0,78999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,688.0,688.0
7388,2016-09,265740,100184804,R SKZ 106980,1,320.0,0.0,430.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,3.74,2.79
7388,2016-09,265741,100184804,R SKZ 106980,2,55.0,0.0,430.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,3.74,0.48
7712,2016-09,265742,100184805,R-ISB-57478,1,5625.0,0.0,5625.0,cod,2016-10-20,2016,10,Home & Living,Net,complete,finalisé,cod,0.008709,0.0,48.99,48.99
35,2016-07,265744,100184807,C-ISB-40310,1,460.0,0.0,460.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,4.01,4.01
35,2016-07,265745,100184808,C-ISB-40310,1,460.0,0.0,460.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,4.01,4.01
1016,2016-07,265751,100184812,R-MUX50092,2,299.0,0.0,598.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,5.21,2.6
7712,2016-09,265748,100184810,R-ISB-57478,1,2130.0,0.0,2130.0,cod,2016-10-20,2016,10,Home & Living,Valid,refund,annulé,cod,0.008709,0.0,18.55,18.55
1016,2016-07,265755,100184815,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
58,2016-07,265762,100184818,C-FSD-100817,1,1820.0,0.0,1820.0,cod,2016-10-20,2016,10,Appliances,Net,complete,finalisé,cod,0.008709,0.0,15.85,15.85
3214,2016-08,265765,100184820,C-PEW-31067,1,399.0,0.0,399.0,cod,2016-10-20,2016,10,Men's Fashion,Net,closed,finalisé,cod,0.008709,0.0,3.47,3.47
802,2016-07,265772,100184826,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
5095,2016-08,265770,100184824,R-RWP-106886,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.6,2.6
11824,2016-10,265771,100184825,R-MUX-104416,1,27500.0,0.0,27500.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,239.5,239.5
802,2016-07,265777,100184830,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
802,2016-07,265775,100184828,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
1143,2016-07,265779,100184832,C-MUX-106696,1,217.0,0.0,217.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,1.89,1.89
1016,2016-07,265778,100184831,R-MUX50092,1,300.0,0.0,300.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.61,2.61
1396,2016-07,265783,100184835, R-LHE-104412,2,55.0,0.0,110.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,0.96,0.48
7285,2016-09,265787,100184838,R-RWP-107026,1,230.0,0.0,230.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.0,2.0
802,2016-07,265786,100184837,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
802,2016-07,265788,100184839,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
802,2016-07,265790,100184841,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
802,2016-07,265789,100184840,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
35,2016-07,265791,100184842,C-ISB-105625,1,320.0,0.0,320.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.79,2.79
56,2016-07,265792,100184843,C SKZ 70316,1,3000.0,0.0,3000.0,cod,2016-10-20,2016,10,Appliances,Net,complete,finalisé,cod,0.008709,0.0,26.13,26.13
35,2016-07,265794,100184845,C-ISB-105625,1,320.0,0.0,320.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.79,2.79
35,2016-07,265793,100184844,C-ISB-105625,1,320.0,0.0,320.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.79,2.79
800,2016-07,265795,100184846,R-UET-50615,1,999.0,0.0,999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,8.7,8.7
802,2016-07,265796,100184847,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
802,2016-07,265799,100184850,R-KHW-50744,1,999.0,0.0,999.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,8.7,8.7
800,2016-07,265800,100184851,R-UET-50615,1,1199.0,0.0,1199.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,10.44,10.44
5095,2016-08,265804,100184853,R-RWP-106886,1,588.0,0.0,588.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,5.12,5.12
11896,2016-10,265808,100184855,R-LHW-105666,1,190.0,0.0,190.0,cod,2016-10-20,2016,10,Superstore,Net,complete,finalisé,cod,0.008709,0.0,1.65,1.65
802,2016-07,265812,100184858,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
8997,2016-09,265810,100184856, R-LHE-104412,1,89999.0,0.0,89999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,783.8,783.8
802,2016-07,265813,100184859,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
137,2016-07,265815,100184861,C-GUJ-44840,1,90.0,0.0,90.0,cod,2016-10-20,2016,10,Soghaat,Valid,order_refunded,annulé,cod,0.008709,0.0,0.78,0.78
8212,2016-09,265814,100184860,41569,1,1199.0,0.0,1199.0,cod,2016-10-20,2016,10,Women's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,10.44,10.44
11899,2016-10,265817,100184863,R20073,1,999.0,0.0,999.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,8.7,8.7
13,2016-07,265820,100184865,R-KHW-104406,1,2291.0,0.0,2291.0,cod,2016-10-20,2016,10,Women's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,19.95,19.95
3034,2016-08,265821,100184866,C-MUX-3044,1,1200.0,0.0,1200.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,10.45,10.45
1061,2016-07,265823,100184867,R-LHW-104417,1,89999.0,0.0,89999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,783.8,783.8
7333,2016-09,265826,100184869,R-MUX52221,1,499.0,0.0,499.0,cod,2016-10-20,2016,10,Kids & Baby,Valid,order_refunded,annulé,cod,0.008709,0.0,4.35,4.35
802,2016-07,265828,100184870,R-KHW-50744,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
11901,2016-10,265829,100184871,R-KHE-7615,2,299.0,0.0,598.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,5.21,2.6
1188,2016-07,265830,100184872,R-RWP-90906,1,289.0,0.0,1004.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,8.74,2.52
1188,2016-07,265832,100184872,R-RWP-90906,1,715.0,0.0,1004.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,8.74,6.23
806,2016-07,265836,100184875,R-Guj-51944,1,2999.0,0.0,2999.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,26.12,26.12
806,2016-07,265837,100184876,R-Guj-51944,1,2999.0,0.0,2999.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,26.12,26.12
11904,2016-10,265840,100184878,R20073,1,1399.0,0.0,1399.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,12.18,12.18
1061,2016-07,265842,100184879,R-LHW-104417,1,1430.0,0.0,1430.0,cod,2016-10-20,2016,10,Women's Fashion,Net,complete,finalisé,cod,0.008709,0.0,12.45,12.45
1061,2016-07,265845,100184881,R-LHW-104417,1,350.0,0.0,350.0,cod,2016-10-20,2016,10,Home & Living,Net,complete,finalisé,cod,0.008709,0.0,3.05,3.05
5095,2016-08,265846,100184882,R-RWP-106886,1,1616.3,0.0,1616.3,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,14.08,14.08
1061,2016-07,265847,100184883,R-LHW-104417,1,760.0,0.0,760.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,6.62,6.62
5095,2016-08,265852,100184886,R-RWP-106886,1,1616.3,0.0,1616.3,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,14.08,14.08
11905,2016-10,265854,100184888,R-RWP-106886,1,230.0,0.0,230.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.0,2.0
11906,2016-10,265850,100184885,R20073,1,1300.0,0.0,1300.0,cod,2016-10-20,2016,10,Men's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,11.32,11.32
33,2016-07,265855,100184889,C-RWP-396,1,5014.0,0.0,6174.0,cod,2016-10-20,2016,10,Computing,Net,complete,finalisé,cod,0.008709,0.0,53.77,43.67
33,2016-07,265856,100184889,C-RWP-396,1,1160.0,0.0,6174.0,cod,2016-10-20,2016,10,Home & Living,Net,complete,finalisé,cod,0.008709,0.0,53.77,10.1
767,2016-07,265863,100184894,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
767,2016-07,265866,100184897,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
767,2016-07,265865,100184896,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
767,2016-07,265864,100184895,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
1016,2016-07,265868,100184899,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
1016,2016-07,265872,100184903,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
448,2016-07,265869,100184900,R-MUX-52346,1,275.0,0.0,275.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.39,2.39
1016,2016-07,265873,100184904,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,2.6,2.6
448,2016-07,265871,100184902,R-MUX-52346,1,499.0,0.0,499.0,cod,2016-10-20,2016,10,Beauty & Grooming,Valid,order_refunded,annulé,cod,0.008709,0.0,4.35,4.35
767,2016-07,265874,100184905,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
767,2016-07,265876,100184907,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
767,2016-07,265875,100184906,C-MUX-45335,1,250.0,0.0,250.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,2.18,2.18
1978,2016-07,265877,100184908,R-RWP-90944,1,90.0,0.0,250.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.18,0.78
1978,2016-07,265878,100184908,R-RWP-90944,1,160.0,0.0,250.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.18,1.39
1016,2016-07,265881,100184911,R-MUX50092,1,299.0,0.0,299.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,2.6,2.6
4184,2016-08,265882,100184912,C-MUX-90530,1,535.0,0.0,535.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,4.66,4.66
4184,2016-08,265884,100184913,C-MUX-90530,1,125.0,0.0,125.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,1.09,1.09
5095,2016-08,265890,100184917,R-RWP-106886,1,1616.3,0.0,1616.3,cod,2016-10-20,2016,10,Women's Fashion,Net,complete,finalisé,cod,0.008709,0.0,14.08,14.08
42,2016-07,265888,100184916,R-PEW-41424,1,900.0,0.0,900.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,7.84,7.84
33,2016-07,265903,100184924,C-RWP-31924,1,15999.0,0.0,15999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,139.34,139.34
7583,2016-09,265909,100184929,C-LHC-30667,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
7583,2016-09,265907,100184927,C-LHC-30667,1,5500.0,0.0,5500.0,cod,2016-10-20,2016,10,Women's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,47.9,47.9
7583,2016-09,265910,100184930,C-LHC-30667,1,100.0,0.0,100.0,cod,2016-10-20,2016,10,Beauty & Grooming,Net,complete,finalisé,cod,0.008709,0.0,0.87,0.87
820,2016-07,265911,100184931,C-KHIW-40393,1,10499.0,0.0,10499.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,91.44,91.44
1016,2016-07,265913,100184932,R-MUX50092,1,850.0,0.0,850.0,cod,2016-10-20,2016,10,Women's Fashion,Valid,order_refunded,annulé,cod,0.008709,0.0,7.4,7.4
33,2016-07,265915,100184933,C-RWP-31924,1,15999.0,0.0,15999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Net,complete,finalisé,cod,0.008709,0.0,139.34,139.34
8951,2016-09,265917,100184934,80604,1,3600.0,0.0,3600.0,cod,2016-10-20,2016,10,Appliances,Net,complete,finalisé,cod,0.008709,0.0,31.35,31.35
7400,2016-09,265928,100184940,R-RWP-90909,1,940.0,0.0,940.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,8.19,8.19
2465,2016-08,265935,100184943,R-KHE-103983,1,2695.0,0.0,2695.0,cod,2016-10-20,2016,10,Men's Fashion,Net,complete,finalisé,cod,0.008709,0.0,23.47,23.47
11921,2016-10,265940,100184946,R-LHW-105666,1,89999.0,0.0,89999.0,cod,2016-10-20,2016,10,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008709,0.0,783.8,783.8
813,2016-07,265945,100184950,C-MUX-41256,1,179.0,0.0,179.0,cod,2016-10-20,2016,10,Superstore,Net,complete,finalisé,cod,0.008709,0.0,1.56,1.56
6646,2016-09,265946,100184951,c-fsd-32556,1,255.0,0.0,510.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,4.44,2.22
6646,2016-09,265947,100184951,c-fsd-32556,1,255.0,0.0,510.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,4.44,2.22
813,2016-07,265948,100184952,C-MUX-41256,1,255.0,0.0,255.0,cod,2016-10-20,2016,10,Soghaat,Net,complete,finalisé,cod,0.008709,0.0,2.22,2.22
